service,fiscal_year,year,start_year,diagnosis_category,sex,age_group,rate_per_100k,ci_low,ci_high
ED visit,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
ED visit,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
ED visit,2019-2020,2020,2019,Mood disorders,Female,Agegroup:5–9years–95%CI,3.0,3.0,7.0
ED visit,2019-2020,2020,2019,Mood disorders,Male,Agegroup:5–9years–95%CI,8.0,8.0,13.0
ED visit,2019-2020,2020,2019,Mood disorders,Total,Agegroup:5–9years–95%CI,6.0,6.0,10.0
ED visit,2019-2020,2020,2019,Anxiety disorders,Female,Agegroup:5–9years–95%CI,34.0,34.0,45.0
ED visit,2019-2020,2020,2019,Anxiety disorders,Male,Agegroup:5–9years–95%CI,32.0,32.0,42.0
ED visit,2019-2020,2020,2019,Anxiety disorders,Total,Agegroup:5–9years–95%CI,34.0,34.0,42.0
ED visit,2019-2020,2020,2019,Personality disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
ED visit,2019-2020,2020,2019,Personality disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2019-2020,2020,2019,Personality disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
ED visit,2019-2020,2020,2019,Other disorders,Female,Agegroup:5–9years–95%CI,75.0,75.0,91.0
ED visit,2019-2020,2020,2019,Other disorders,Male,Agegroup:5–9years–95%CI,185.0,185.0,209.0
ED visit,2019-2020,2020,2019,Other disorders,Total,Agegroup:5–9years–95%CI,134.0,134.0,149.0
ED visit,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–95%CI,28.0,28.0,38.0
ED visit,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–95%CI,51.0,51.0,64.0
ED visit,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–95%CI,42.0,42.0,50.0
ED visit,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–95%CI,17.0,17.0,25.0
ED visit,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–95%CI,48.0,48.0,60.0
ED visit,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–95%CI,34.0,34.0,42.0
ED visit,2019-2020,2020,2019,   Eating and feeding disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2019-2020,2020,2019,   Eating and feeding disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2019-2020,2020,2019,   Eating and feeding disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
ED visit,2019-2020,2020,2019,   Tic disorders,Female,Agegroup:5–9years–95%CI,5.0,5.0,10.0
ED visit,2019-2020,2020,2019,   Tic disorders,Male,Agegroup:5–9years–95%CI,19.0,19.0,27.0
ED visit,2019-2020,2020,2019,   Tic disorders,Total,Agegroup:5–9years–95%CI,13.0,13.0,18.0
ED visit,2019-2020,2020,2019,   ADHD,Female,Agegroup:5–9years–95%CI,6.0,6.0,10.0
ED visit,2019-2020,2020,2019,   ADHD,Male,Agegroup:5–9years–95%CI,34.0,34.0,44.0
ED visit,2019-2020,2020,2019,   ADHD,Total,Agegroup:5–9years–95%CI,21.0,21.0,27.0
ED visit,2020-2021,2021,2020,Neurocognitive disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2020-2021,2021,2020,Neurocognitive disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2020-2021,2021,2020,Neurocognitive disorders,Total,Agegroup:5–9years–95%CI,2.0,2.0,4.0
ED visit,2020-2021,2021,2020,Substance-related disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,3.0
ED visit,2020-2021,2021,2020,Substance-related disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2020-2021,2021,2020,Substance-related disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
ED visit,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2020-2021,2021,2020,Mood disorders,Female,Agegroup:5–9years–95%CI,3.0,3.0,7.0
ED visit,2020-2021,2021,2020,Mood disorders,Male,Agegroup:5–9years–95%CI,4.0,4.0,9.0
ED visit,2020-2021,2021,2020,Mood disorders,Total,Agegroup:5–9years–95%CI,4.0,4.0,7.0
ED visit,2020-2021,2021,2020,Anxiety disorders,Female,Agegroup:5–9years–95%CI,36.0,36.0,47.0
ED visit,2020-2021,2021,2020,Anxiety disorders,Male,Agegroup:5–9years–95%CI,27.0,27.0,37.0
ED visit,2020-2021,2021,2020,Anxiety disorders,Total,Agegroup:5–9years–95%CI,33.0,33.0,40.0
ED visit,2020-2021,2021,2020,Personality disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
ED visit,2020-2021,2021,2020,Personality disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2020-2021,2021,2020,Personality disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
ED visit,2020-2021,2021,2020,Other disorders,Female,Agegroup:5–9years–95%CI,58.0,58.0,72.0
ED visit,2020-2021,2021,2020,Other disorders,Male,Agegroup:5–9years–95%CI,122.0,122.0,141.0
ED visit,2020-2021,2021,2020,Other disorders,Total,Agegroup:5–9years–95%CI,93.0,93.0,105.0
ED visit,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–95%CI,20.0,20.0,28.0
ED visit,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–95%CI,34.0,34.0,45.0
ED visit,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–95%CI,29.0,29.0,35.0
ED visit,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–95%CI,10.0,10.0,16.0
ED visit,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–95%CI,25.0,25.0,34.0
ED visit,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–95%CI,19.0,19.0,24.0
ED visit,2020-2021,2021,2020,   Eating and feeding disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2020-2021,2021,2020,   Eating and feeding disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
ED visit,2020-2021,2021,2020,   Eating and feeding disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
ED visit,2020-2021,2021,2020,   Tic disorders,Female,Agegroup:5–9years–95%CI,9.0,9.0,15.0
ED visit,2020-2021,2021,2020,   Tic disorders,Male,Agegroup:5–9years–95%CI,20.0,20.0,28.0
ED visit,2020-2021,2021,2020,   Tic disorders,Total,Agegroup:5–9years–95%CI,16.0,16.0,21.0
ED visit,2020-2021,2021,2020,   ADHD,Female,Agegroup:5–9years–95%CI,4.0,4.0,8.0
ED visit,2020-2021,2021,2020,   ADHD,Male,Agegroup:5–9years–95%CI,19.0,19.0,27.0
ED visit,2020-2021,2021,2020,   ADHD,Total,Agegroup:5–9years–95%CI,12.0,12.0,17.0
ED visit,2021-2022,2022,2021,Neurocognitive disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2021-2022,2022,2021,Neurocognitive disorders,Male,Agegroup:5–9years–95%CI,3.0,3.0,7.0
ED visit,2021-2022,2022,2021,Neurocognitive disorders,Total,Agegroup:5–9years–95%CI,3.0,3.0,5.0
ED visit,2021-2022,2022,2021,Substance-related disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2021-2022,2022,2021,Substance-related disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2021-2022,2022,2021,Substance-related disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,1.0
ED visit,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,1.0
ED visit,2021-2022,2022,2021,Mood disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,5.0
ED visit,2021-2022,2022,2021,Mood disorders,Male,Agegroup:5–9years–95%CI,5.0,5.0,10.0
ED visit,2021-2022,2022,2021,Mood disorders,Total,Agegroup:5–9years–95%CI,4.0,4.0,7.0
ED visit,2021-2022,2022,2021,Anxiety disorders,Female,Agegroup:5–9years–95%CI,40.0,40.0,52.0
ED visit,2021-2022,2022,2021,Anxiety disorders,Male,Agegroup:5–9years–95%CI,31.0,31.0,41.0
ED visit,2021-2022,2022,2021,Anxiety disorders,Total,Agegroup:5–9years–95%CI,37.0,37.0,45.0
ED visit,2021-2022,2022,2021,Personality disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2021-2022,2022,2021,Personality disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2021-2022,2022,2021,Personality disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
ED visit,2021-2022,2022,2021,Other disorders,Female,Agegroup:5–9years–95%CI,65.0,65.0,79.0
ED visit,2021-2022,2022,2021,Other disorders,Male,Agegroup:5–9years–95%CI,141.0,141.0,162.0
ED visit,2021-2022,2022,2021,Other disorders,Total,Agegroup:5–9years–95%CI,107.0,107.0,119.0
ED visit,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–95%CI,18.0,18.0,27.0
ED visit,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–95%CI,35.0,35.0,46.0
ED visit,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–95%CI,28.0,28.0,35.0
ED visit,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–95%CI,11.0,11.0,17.0
ED visit,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–95%CI,26.0,26.0,36.0
ED visit,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–95%CI,20.0,20.0,26.0
ED visit,2021-2022,2022,2021,   Eating and feeding disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,5.0
ED visit,2021-2022,2022,2021,   Eating and feeding disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2021-2022,2022,2021,   Eating and feeding disorders,Total,Agegroup:5–9years–95%CI,2.0,2.0,4.0
ED visit,2021-2022,2022,2021,   Tic disorders,Female,Agegroup:5–9years–95%CI,8.0,8.0,13.0
ED visit,2021-2022,2022,2021,   Tic disorders,Male,Agegroup:5–9years–95%CI,24.0,24.0,33.0
ED visit,2021-2022,2022,2021,   Tic disorders,Total,Agegroup:5–9years–95%CI,17.0,17.0,23.0
ED visit,2021-2022,2022,2021,   ADHD,Female,Agegroup:5–9years–95%CI,5.0,5.0,9.0
ED visit,2021-2022,2022,2021,   ADHD,Male,Agegroup:5–9years–95%CI,23.0,23.0,31.0
ED visit,2021-2022,2022,2021,   ADHD,Total,Agegroup:5–9years–95%CI,15.0,15.0,20.0
ED visit,2022-2023,2023,2022,Neurocognitive disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,5.0
ED visit,2022-2023,2023,2022,Neurocognitive disorders,Male,Agegroup:5–9years–95%CI,2.0,2.0,5.0
ED visit,2022-2023,2023,2022,Neurocognitive disorders,Total,Agegroup:5–9years–95%CI,3.0,3.0,5.0
ED visit,2022-2023,2023,2022,Substance-related disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2022-2023,2023,2022,Substance-related disorders,Male,Agegroup:5–9years–95%CI,3.0,3.0,7.0
ED visit,2022-2023,2023,2022,Substance-related disorders,Total,Agegroup:5–9years–95%CI,3.0,3.0,5.0
ED visit,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
ED visit,2022-2023,2023,2022,Mood disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,5.0
ED visit,2022-2023,2023,2022,Mood disorders,Male,Agegroup:5–9years–95%CI,5.0,5.0,9.0
ED visit,2022-2023,2023,2022,Mood disorders,Total,Agegroup:5–9years–95%CI,4.0,4.0,7.0
ED visit,2022-2023,2023,2022,Anxiety disorders,Female,Agegroup:5–9years–95%CI,31.0,31.0,42.0
ED visit,2022-2023,2023,2022,Anxiety disorders,Male,Agegroup:5–9years–95%CI,24.0,24.0,33.0
ED visit,2022-2023,2023,2022,Anxiety disorders,Total,Agegroup:5–9years–95%CI,29.0,29.0,36.0
ED visit,2022-2023,2023,2022,Personality disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2022-2023,2023,2022,Personality disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2022-2023,2023,2022,Personality disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,2.0
ED visit,2022-2023,2023,2022,Other disorders,Female,Agegroup:5–9years–95%CI,56.0,56.0,70.0
ED visit,2022-2023,2023,2022,Other disorders,Male,Agegroup:5–9years–95%CI,132.0,132.0,151.0
ED visit,2022-2023,2023,2022,Other disorders,Total,Agegroup:5–9years–95%CI,97.0,97.0,109.0
ED visit,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–95%CI,14.0,14.0,21.0
ED visit,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–95%CI,33.0,33.0,43.0
ED visit,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–95%CI,25.0,25.0,31.0
ED visit,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–95%CI,11.0,11.0,18.0
ED visit,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–95%CI,25.0,25.0,34.0
ED visit,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–95%CI,20.0,20.0,25.0
ED visit,2022-2023,2023,2022,   Eating and feeding disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,6.0
ED visit,2022-2023,2023,2022,   Eating and feeding disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2022-2023,2023,2022,   Eating and feeding disorders,Total,Agegroup:5–9years–95%CI,2.0,2.0,4.0
ED visit,2022-2023,2023,2022,   Tic disorders,Female,Agegroup:5–9years–95%CI,5.0,5.0,10.0
ED visit,2022-2023,2023,2022,   Tic disorders,Male,Agegroup:5–9years–95%CI,18.0,18.0,26.0
ED visit,2022-2023,2023,2022,   Tic disorders,Total,Agegroup:5–9years–95%CI,13.0,13.0,17.0
ED visit,2022-2023,2023,2022,   ADHD,Female,Agegroup:5–9years–95%CI,5.0,5.0,9.0
ED visit,2022-2023,2023,2022,   ADHD,Male,Agegroup:5–9years–95%CI,21.0,21.0,29.0
ED visit,2022-2023,2023,2022,   ADHD,Total,Agegroup:5–9years–95%CI,14.0,14.0,19.0
ED visit,2023-2024,2024,2023,Neurocognitive disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,6.0
ED visit,2023-2024,2024,2023,Neurocognitive disorders,Male,Agegroup:5–9years–95%CI,2.0,2.0,6.0
ED visit,2023-2024,2024,2023,Neurocognitive disorders,Total,Agegroup:5–9years–95%CI,3.0,3.0,5.0
ED visit,2023-2024,2024,2023,Substance-related disorders,Female,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2023-2024,2024,2023,Substance-related disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2023-2024,2024,2023,Substance-related disorders,Total,Agegroup:5–9years–95%CI,2.0,2.0,4.0
ED visit,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,1.0
ED visit,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Male,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Total,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2023-2024,2024,2023,Mood disorders,Female,Agegroup:5–9years–95%CI,5.0,5.0,9.0
ED visit,2023-2024,2024,2023,Mood disorders,Male,Agegroup:5–9years–95%CI,5.0,5.0,9.0
ED visit,2023-2024,2024,2023,Mood disorders,Total,Agegroup:5–9years–95%CI,5.0,5.0,9.0
ED visit,2023-2024,2024,2023,Anxiety disorders,Female,Agegroup:5–9years–95%CI,31.0,31.0,41.0
ED visit,2023-2024,2024,2023,Anxiety disorders,Male,Agegroup:5–9years–95%CI,22.0,22.0,30.0
ED visit,2023-2024,2024,2023,Anxiety disorders,Total,Agegroup:5–9years–95%CI,27.0,27.0,34.0
ED visit,2023-2024,2024,2023,Personality disorders,Female,Agegroup:5–9years–95%CI,0.0,0.0,2.0
ED visit,2023-2024,2024,2023,Personality disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,4.0
ED visit,2023-2024,2024,2023,Personality disorders,Total,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2023-2024,2024,2023,Other disorders,Female,Agegroup:5–9years–95%CI,61.0,61.0,75.0
ED visit,2023-2024,2024,2023,Other disorders,Male,Agegroup:5–9years–95%CI,122.0,122.0,141.0
ED visit,2023-2024,2024,2023,Other disorders,Total,Agegroup:5–9years–95%CI,94.0,94.0,106.0
ED visit,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Female,Agegroup:5–9years–95%CI,19.0,19.0,27.0
ED visit,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Male,Agegroup:5–9years–95%CI,29.0,29.0,38.0
ED visit,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Total,Agegroup:5–9years–95%CI,25.0,25.0,31.0
ED visit,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:5–9years–95%CI,11.0,11.0,17.0
ED visit,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:5–9years–95%CI,21.0,21.0,29.0
ED visit,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:5–9years–95%CI,17.0,17.0,22.0
ED visit,2023-2024,2024,2023,   Eating and feeding disorders,Female,Agegroup:5–9years–95%CI,2.0,2.0,5.0
ED visit,2023-2024,2024,2023,   Eating and feeding disorders,Male,Agegroup:5–9years–95%CI,1.0,1.0,3.0
ED visit,2023-2024,2024,2023,   Eating and feeding disorders,Total,Agegroup:5–9years–95%CI,2.0,2.0,4.0
ED visit,2023-2024,2024,2023,   Tic disorders,Female,Agegroup:5–9years–95%CI,6.0,6.0,11.0
ED visit,2023-2024,2024,2023,   Tic disorders,Male,Agegroup:5–9years–95%CI,17.0,17.0,24.0
ED visit,2023-2024,2024,2023,   Tic disorders,Total,Agegroup:5–9years–95%CI,13.0,13.0,17.0
ED visit,2023-2024,2024,2023,   ADHD,Female,Agegroup:5–9years–95%CI,4.0,4.0,8.0
ED visit,2023-2024,2024,2023,   ADHD,Male,Agegroup:5–9years–95%CI,18.0,18.0,26.0
ED visit,2023-2024,2024,2023,   ADHD,Total,Agegroup:5–9years–95%CI,12.0,12.0,17.0
ED visit,2018-2019,2019,2018,Neurocognitive disorders,Female,Agegroup:10–14years–Rate,21.0,,
ED visit,2018-2019,2019,2018,Neurocognitive disorders,Male,Agegroup:10–14years–Rate,17.0,,
ED visit,2018-2019,2019,2018,Neurocognitive disorders,Total,Agegroup:10–14years–Rate,19.0,,
ED visit,2018-2019,2019,2018,Substance-related disorders,Female,Agegroup:10–14years–Rate,74.0,,
ED visit,2018-2019,2019,2018,Substance-related disorders,Male,Agegroup:10–14years–Rate,64.0,,
ED visit,2018-2019,2019,2018,Substance-related disorders,Total,Agegroup:10–14years–Rate,69.0,,
ED visit,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Female,Agegroup:10–14years–Rate,14.0,,
ED visit,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Male,Agegroup:10–14years–Rate,12.0,,
ED visit,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Total,Agegroup:10–14years–Rate,13.0,,
ED visit,2018-2019,2019,2018,Mood disorders,Female,Agegroup:10–14years–Rate,369.0,,
ED visit,2018-2019,2019,2018,Mood disorders,Male,Agegroup:10–14years–Rate,134.0,,
ED visit,2018-2019,2019,2018,Mood disorders,Total,Agegroup:10–14years–Rate,249.0,,
ED visit,2018-2019,2019,2018,Anxiety disorders,Female,Agegroup:10–14years–Rate,302.0,,
ED visit,2018-2019,2019,2018,Anxiety disorders,Male,Agegroup:10–14years–Rate,135.0,,
ED visit,2018-2019,2019,2018,Anxiety disorders,Total,Agegroup:10–14years–Rate,216.0,,
ED visit,2018-2019,2019,2018,Personality disorders,Female,Agegroup:10–14years–Rate,15.0,,
ED visit,2018-2019,2019,2018,Personality disorders,Male,Agegroup:10–14years–Rate,6.0,,
ED visit,2018-2019,2019,2018,Personality disorders,Total,Agegroup:10–14years–Rate,10.0,,
ED visit,2018-2019,2019,2018,Other disorders,Female,Agegroup:10–14years–Rate,529.0,,
ED visit,2018-2019,2019,2018,Other disorders,Male,Agegroup:10–14years–Rate,384.0,,
ED visit,2018-2019,2019,2018,Other disorders,Total,Agegroup:10–14years–Rate,455.0,,
ED visit,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Female,Agegroup:10–14years–Rate,405.0,,
ED visit,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Male,Agegroup:10–14years–Rate,224.0,,
